Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name
533252,WELINV,Welspun Investments and Commercials Ltd,Active,B ,10,INE389K01018,Investment Company,Equity,Financial Services,Financial Services
533259,SASTASUNDR,Sastasundar Ventures Ltd,Active,B ,10,INE019J01013,Healthcare Service Provider,Equity,Healthcare,Healthcare
533260,CPCAP,CP Capital Ltd,Active,T ,10,INE521J01018,Education,Equity,Consumer Discretionary,Consumer Services
533262,RAMKY,Ramky Infrastructure Ltd,Active,B ,10,INE874I01013,Civil Construction,Equity,Industrials,Construction
533263,GREENPOWER,Orient Green Power Company Ltd,Active,A ,10,INE999K01014,Power Generation,Equity,Utilities,Power
533267,CANTABIL,Cantabil Retail India Ltd,Active,B ,2,INE068L01024,Garments & Apparels,Equity,Consumer Discretionary,Textiles
533268,SEATV,Sea TV Network Ltd,Active,X ,10,INE351L01016,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
533269,WABAG,VA Tech Wabag Ltd,Active,A ,2,INE956G01038,Water Supply & Management,Equity,Utilities,Utilities
533270,BEDMUTHA,Bedmutha Industries Ltd,Active,B ,10,INE844K01012,Iron & Steel Products,Equity,Industrials,Capital Goods
533271,ASHOKA,Ashoka Buildcon Ltd,Active,A ,5,INE442H01029,Civil Construction,Equity,Industrials,Construction
533272,JWL,Jupiter Wagons Ltd,Active,A ,10,INE209L01016,Railway Wagons,Equity,Industrials,Capital Goods
533273,OBEROIRLTY,Oberoi Realty Ltd,Active,A ,10,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
533274,PRESTIGE,Prestige Estates Projects Ltd,Active,A ,10,INE811K01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
533275,SHAH,Shah Metacorp Ltd,Active,B ,1,INE482J01021,Iron & Steel Products,Equity,Industrials,Capital Goods
533278,COALINDIA,Coal India Ltd,Active,A ,10,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels"
533282,GRAVITA,Gravita India Ltd,Active,A ,2,INE024L01027,Industrial Minerals,Equity,Commodities,Metals & Mining
533284,RPPINFRA,R P P Infra Projects Ltd,Active,T ,10,INE324L01013,Civil Construction,Equity,Industrials,Construction
533285,RDBIPL,RDB Infrastructure And Power Ltd,Active,XT,1,INE245L01028,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
533286,MOIL,Moil Ltd,Active,A ,10,INE490G01020,Industrial Minerals,Equity,Commodities,Metals & Mining
533287,ZEELEARN,Zee Learn Ltd,Active,B ,1,INE565L01011,Education,Equity,Consumer Discretionary,Consumer Services
533289,KTIL,Kesar Terminals & Infrastructure Ltd,Active,X ,5,INE096L01025,Logistics Solution Provider,Equity,Services,Services
533292,A2ZINFRA,A2Z Infra Engineering Ltd,Active,B ,10,INE619I01012,Civil Construction,Equity,Industrials,Construction
533293,KIRLOSENG,Kirloskar Oil Engines Ltd,Active,A ,2,INE146L01010,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods
533294,RKDL,Ravi Kumar Distilleries Ltd,Active,B ,10,INE722J01012,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
533295,PSB,Punjab & Sind Bank,Active,B ,10,INE608A01012,Public Sector Bank,Equity,Financial Services,Financial Services
533296,FMNL,Future Market Networks Ltd,Active,T ,10,INE360L01017,Diversified Commercial Services,Equity,Services,Services
533298,SURANASOL,Surana Solar Ltd,Active,B ,5,INE272L01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods
533301,SHEKHAWATI,Shekhawati Industries Ltd,Active,T ,10,INE268L01046,Other Textile Products,Equity,Consumer Discretionary,Textiles
533302,KICL,Kalyani Investment Company Ltd,Active,B ,10,INE029L01018,Investment Company,Equity,Financial Services,Financial Services
533303,BFINVEST,BF Investment Ltd,Active,B ,5,INE878K01010,Holding Company,Equity,Financial Services,Financial Services
533306,SUMMITSEC,Summit Securities Ltd,Active,B ,10,INE519C01017,Investment Company,Equity,Financial Services,Financial Services
533315,INOVSYNTH,Innovassynth Investments Ltd,Active,X ,10,INE690J01011,Investment Company,Equity,Financial Services,Financial Services
533316,STEL,STEL Holdings Ltd,Active,T ,10,INE577L01016,Investment Company,Equity,Financial Services,Financial Services
533317,OMKARCHEM,Omkar Speciality Chemicals Ltd,Active,Z ,10,INE474L01016,Specialty Chemicals,Equity,Commodities,Chemicals
533326,TEXRAIL,Texmaco Rail & Engineering Ltd,Active,A ,1,INE621L01012,Industrial Products,Equity,Industrials,Capital Goods
533329,INDTERRAIN,Indian Terrain Fashions Ltd,Active,B ,2,INE611L01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles
533333,FCL,Fineotex Chemical Ltd,Active,A ,2,INE045J01026,Specialty Chemicals,Equity,Commodities,Chemicals
533336,DHUNINV,Dhunseri Investments Ltd,Active,B ,10,INE320L01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
533339,ZENTEC,ZEN Technologies Ltd,Active,A ,1,INE251B01027,Aerospace & Defense,Equity,Industrials,Capital Goods
533343,LOVABLE,Lovable Lingerie Ltd,Active,B ,10,INE597L01014,Garments & Apparels,Equity,Consumer Discretionary,Textiles
533344,PFS,PTC India Financial Services Ltd,Active,B ,10,INE560K01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
533398,MUTHOOTFIN,Muthoot Finance Ltd,Active,A ,10,INE414G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
533407,TRUEGREEN,True Green Bio Energy Ltd,Active,XT,10,INE672K01025,Other Textile Products,Equity,Consumer Discretionary,Textiles
533427,VMS,VMS Industries Ltd,Active,X ,10,INE932K01015,Port & Port services,Equity,Services,Services
533451,KARMAENG,Karma Energy Ltd,Active,B ,10,INE725L01011,Power Generation,Equity,Utilities,Power
533452,DELPHIFX,Delphi World Money Ltd,Active,T ,10,INE726L01019,Other Financial Services,Equity,Financial Services,Financial Services
533470,RUSHIL,Rushil Decor Ltd,Active,B ,1,INE573K01025,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables
533477,ENKEIWHEL,Enkei Wheels (India) Ltd,Active,B ,5,INE130L01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
533482,KRIDHANINF,Kridhan Infra Ltd,Active,T ,2,INE524L01026,Civil Construction,Equity,Industrials,Construction
533506,INVENTURE,Inventure Growth & Securities Ltd,Active,B ,1,INE878H01024,Stockbroking & Allied,Equity,Financial Services,Financial Services
533519,LTF,L&T Finance Ltd,Active,A ,10,INE498L01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
533520,YAARI,Yaari Digital Integrated Services Ltd,Active,B ,2,INE126M01010,Diversified Commercial Services,Equity,Services,Services
533540,TREEHOUSE,Tree House Education & Accessories Ltd,Active,T ,10,INE040M01013,Education,Equity,Consumer Discretionary,Consumer Services
533543,BROOKS,Brooks Laboratories Ltd,Active,T ,10,INE650L01011,Pharmaceuticals,Equity,Healthcare,Healthcare
533552,RUPA,Rupa & Company Ltd,Active,B ,1,INE895B01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles
533553,TDPOWERSYS,TD Power Systems Ltd,Active,A ,2,INE419M01027,Heavy Electrical Equipment,Equity,Industrials,Capital Goods
533573,APLLTD,Alembic Pharmaceuticals Ltd,Active,A ,2,INE901L01018,Pharmaceuticals,Equity,Healthcare,Healthcare
533576,VASWANI,Vaswani Industries Ltd,Active,B ,10,INE590L01019,Sponge Iron,Equity,Commodities,Metals & Mining
533581,PGEL,PG Electroplast Ltd,Active,A ,1,INE457L01029,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables
533602,LESHAIND,Lesha Industries Ltd,Active,X ,1,INE050L01048,Trading & Distributors,Equity,Services,Services
533605,SETUINFRA,Setubandhan Infrastructure Ltd,Active,Z ,1,INE023M01027,Civil Construction,Equity,Industrials,Construction
533608,RDBRL,RDB Rasayans Ltd,Active,X ,10,INE123M01017,Packaging,Equity,Industrials,Capital Goods
533629,TIJARIA,Tijaria Polypipes Ltd,Active,T ,10,INE440L01017,Plastic Products - Industrial,Equity,Industrials,Capital Goods
533632,ONELIFECAP,Onelife Capital Advisors Ltd,Active,T ,10,INE912L01015,Stockbroking & Allied,Equity,Financial Services,Financial Services
533638,FLEXITUFF,Flexituff Ventures International Ltd,Active,T ,10,INE060J01017,Other Textile Products,Equity,Consumer Discretionary,Textiles
533655,TRITURBINE,Triveni Turbine Ltd,Active,A ,1,INE152M01016,Heavy Electrical Equipment,Equity,Industrials,Capital Goods
533676,INDOTHAI,Indo Thai Securities Ltd,Active,T ,10,INE337M01013,Stockbroking & Allied,Equity,Financial Services,Financial Services
533704,ESSARSHPNG,Essar Shipping Ltd,Active,B ,10,INE122M01019,Shipping,Equity,Services,Services
533758,APLAPOLLO,APL Apollo Tubes Ltd,Active,A ,2,INE702C01027,Iron & Steel Products,Equity,Industrials,Capital Goods
533761,GPTINFRA,GPT Infraprojects Ltd,Active,B ,10,INE390G01014,Civil Construction,Equity,Industrials,Construction
533896,FERVENTSYN,Fervent Synergies Ltd,Active,X ,10,INE258M01011,Trading & Distributors,Equity,Services,Services
533941,THOMASCOTT,Thomas Scott (India) Ltd,Active,T ,10,INE480M01011,Garments & Apparels,Equity,Consumer Discretionary,Textiles
533982,TERASOFT,Tera Software Ltd,Active,T ,10,INE482B01010,IT Enabled Services,Equity,Information Technology,Information Technology
534060,PMCFIN,PMC Fincorp Ltd,Active,X ,1,INE793G01035,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
534063,FUTSOL,Futuristic Solutions Ltd,Active,X ,10,INE241F01011,Other Financial Services,Equity,Financial Services,Financial Services
534064,AIML,Alliance Integrated Metaliks Ltd,Active,XT,1,INE123D01024,Iron & Steel Products,Equity,Industrials,Capital Goods
534076,RHIM,Rhi Magnesita India Ltd,Active,A ,1,INE743M01012,Electrodes & Refractories,Equity,Industrials,Capital Goods
534091,MCX,Multi Commodity Exchange of India Ltd,Active,A ,10,INE745G01035,Exchange and Data Platform,Equity,Financial Services,Financial Services
534109,PYXISFIN,Pyxis Finvest Ltd,Active,MT,10,INE883L01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
534139,SCHNEIDER,Schneider Electric Infrastructure Ltd,Active,A ,2,INE839M01018,Heavy Electrical Equipment,Equity,Industrials,Capital Goods
534190,OLPCL,Olympic Cards Ltd,Active,XT,10,INE550L01013,Leisure Products,Equity,Consumer Discretionary,Consumer Durables
534309,NBCC,NBCC (India) Ltd,Active,A ,1,INE095N01031,Civil Construction,Equity,Industrials,Construction
534312,MTEDUCARE,MT Educare Ltd,Active,T ,10,INE472M01018,Education,Equity,Consumer Discretionary,Consumer Services
534328,HEXATRADEX,Hexa Tradex Ltd,Active,B ,2,INE750M01017,Investment Company,Equity,Financial Services,Financial Services
534338,MAXHEIGHTS,Maxheights Infrastructure Ltd,Active,X ,10,INE393F01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
534369,TBZ,Tribhovandas Bhimji Zaveri Ltd,Active,B ,10,INE760L01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
534392,VSSL,Vardhman Special Steels Ltd,Active,B ,10,INE050M01012,Iron & Steel Products,Equity,Industrials,Capital Goods
534422,LOOKS,Looks Health Services Ltd,Active,X ,10,INE204N01013,Healthcare Service Provider,Equity,Healthcare,Healthcare
534425,SPECIALITY,Speciality Restaurants Ltd,Active,B ,10,INE247M01014,Restaurants,Equity,Consumer Discretionary,Consumer Services
534532,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Active,B ,10,INE142K01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
534597,RTNINDIA,Rattanindia Enterprises Ltd,Active,A ,2,INE834M01019,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services
534598,SAMPANN,Sampann Utpadan India Ltd,Active,B ,10,INE735M01018,Rubber,Equity,Industrials,Capital Goods
534600,JTLIND,JTL Industries Ltd,Active,B ,1,INE391J01032,Iron & Steel Products,Equity,Industrials,Capital Goods
534612,AMTL,Advance Metering Technology Ltd,Active,X ,5,INE436N01029,Power Generation,Equity,Utilities,Power
534615,NECCLTD,North Eastern Carrying Corporation Ltd,Active,B ,10,INE553C01016,Logistics Solution Provider,Equity,Services,Services
534618,WAAREERTL,Waaree Renewable Technologies Ltd,Active,B ,2,INE299N01021,Other Electrical Equipment,Equity,Industrials,Capital Goods
534623,JUPITERIN,Jupiter Infomedia Ltd,Active,XT,10,INE524N01014,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services
534639,VINAYAKPOL,Vinayak Polycon International Ltd,Active,X ,10,INE581M01016,Packaging,Equity,Industrials,Capital Goods
534659,JOINTECAED,Jointeca Education Solutions Ltd,Active,MT,10,INE131N01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology
534674,DUCON,Ducon Infratechnologies Ltd,Active,B ,1,INE741L01018,Industrial Products,Equity,Industrials,Capital Goods
534675,PROZONER,Prozone Realty Ltd,Active,T ,2,INE195N01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
534680,SRGHFL,SRG Housing Finance Ltd,Active,B ,10,INE559N01010,Housing Finance Company,Equity,Financial Services,Financial Services
534691,COMCL,Comfort Commotrade Ltd,Active,X ,10,INE456N01019,Other Financial Services,Equity,Financial Services,Financial Services
534708,SHANTIGURU,Shanti Guru Industries Ltd,Active,MT,10,INE892L01019,Diversified Retail,Equity,Consumer Discretionary,Consumer Services
534732,CASPIAN,Caspian Corporate Services Ltd,Active,X ,1,INE176N01021,Other Financial Services,Equity,Financial Services,Financial Services
534733,AERPACE,Aerpace Industries Ltd,Active,XT,1,INE175N01023,Iron & Steel Products,Equity,Industrials,Capital Goods
534741,VIRTUALG,Virtual Global Education Ltd,Active,XT,1,INE247C01023,Education,Equity,Consumer Discretionary,Consumer Services
534742,ZUARI,Zuari Agro Chemicals Ltd,Active,B ,10,INE840M01016,Fertilizers,Equity,Commodities,Chemicals
534748,STEELXIND,Steel Exchange India Ltd,Active,B ,1,INE503B01021,Iron & Steel Products,Equity,Industrials,Capital Goods
534755,TRIOMERC,Trio Mercantile & Trading Ltd,Active,XT,2,INE234G01022,Other Financial Services,Equity,Financial Services,Financial Services
534758,CIGNITITEC,Cigniti Technologies Ltd,Active,A ,10,INE675C01017,IT Enabled Services,Equity,Information Technology,Information Technology
534804,CARERATING,CARE Ratings Ltd,Active,A ,10,INE752H01013,Ratings,Equity,Financial Services,Financial Services
534809,PCJEWELLER,PC Jeweller Ltd,Active,B ,1,INE785M01021,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
534816,INDUSTOWER,Indus Towers Ltd,Active,A ,10,INE121J01017,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication
534976,VMART,V-Mart Retail Ltd,Active,A ,10,INE665J01013,Diversified Retail,Equity,Consumer Discretionary,Consumer Services
535136,NIBE,NIBE Ltd,Active,B ,10,INE149O01018,Aerospace & Defense,Equity,Industrials,Capital Goods
535204,MUKTA,Mukta Agriculture Ltd,Active,X ,10,INE160O01031,Trading & Distributors,Equity,Services,Services
535205,MYSTICELE,Mystic Electronics Ltd,Active,XT,10,INE159O01033,Trading & Distributors,Equity,Services,Services
535267,COMFINCAP,Comfort Fincap Ltd,Active,X ,2,INE274M01026,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
535276,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,Active,A ,10,INF200K01VT2, ,Equity,-,-
535279,BMAL,Bothra Metals & Alloys Ltd,Active,M ,10,INE583M01012,Aluminium,Equity,Commodities,Metals & Mining
535322,REPCOHOME,Repco Home Finance Ltd,Active,A ,10,INE612J01015,Housing Finance Company,Equity,Financial Services,Financial Services
535387,LAKHOTIA,Lakhotia Polyesters (India) Ltd,Active,XT,10,INE191O01010,Other Textile Products,Equity,Consumer Discretionary,Textiles
535431,GCMSECU,GCM Securities Ltd,Active,B ,1,INE168O01026,Stockbroking & Allied,Equity,Financial Services,Financial Services
535458,NIBL,NRB Industrial Bearings Ltd,Active,B ,2,INE047O01014,Abrasives & Bearings,Equity,Industrials,Capital Goods
535514,PRIMECAPM,Prime Capital Market Ltd,Active,X ,10,INE748D01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
535566,KIFS,KIFS Financial Services Ltd,Active,XT,10,INE902D01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
535601,SREEL,Sreeleathers Ltd,Active,B ,10,INE099F01013,Footwear,Equity,Consumer Discretionary,Consumer Durables
535602,SHARDAMOTR,Sharda Motor Industries Ltd,Active,B ,2,INE597I01028,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
535621,SVGLOBAL,S V Global Mill Ltd,Active,X ,5,INE159L01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
535647,SDC,SDC Techmedia Ltd,Active,M ,10,INE807O01011,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
535648,JUSTDIAL,Just Dial Ltd,Active,A ,10,INE599M01018,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services
535657,OONE,ObjectOne Information Systems Ltd,Active,X ,10,INE860E01011,Computers - Software & Consulting,Equity,Information Technology,Information Technology
535667,IFINSEC,India Finsec Ltd,Active,X ,10,INE474O01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
535693,BRAHMINFRA,Brahmaputra Infrastructure Ltd,Active,X ,10,INE320I01017,Civil Construction,Equity,Industrials,Construction
535719,AMPVOLTS,Ampvolts Ltd,Active,XT,10,INE989J01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology
535730,KHOOBSURAT,Khoobsurat Ltd,Active,X ,1,INE731G01027,Other Textile Products,Equity,Consumer Discretionary,Textiles
535754,ORIENTCEM,Orient Cement Ltd,Active,A ,1,INE876N01018,Cement & Cement Products,Equity,Commodities,Construction Materials
535755,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10,INE647O01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services
535789,SAMMAANCAP,Sammaan Capital Ltd,Active,A ,2,INE148I01020,Housing Finance Company,Equity,Financial Services,Financial Services
535910,MMLF,Money Masters Leasing & Finance Ltd,Active,T ,1,INE340O01021,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
535916,ALSL,Alacrity Securities Ltd,Active,T ,10,INE030P01017,Other Financial Services,Equity,Financial Services,Financial Services
535917,GCMCOMM,GCM Commodity & Derivatives Ltd,Active,M ,10,INE200P01016,Other Financial Services,Equity,Financial Services,Financial Services
535958,ESSENTIA,Integra Essentia Ltd,Active,B ,1,INE418N01035,Trading & Distributors,Equity,Services,Services
536073,JULIEN,Julien Agro Infratech Ltd,Active,X ,5,INE890N01027,Civil Construction,Equity,Industrials,Construction
536264,TIGERLOGS,Tiger Logistics (India) Ltd,Active,X ,1,INE906O01029,Logistics Solution Provider,Equity,Services,Services
536493,JKAGRI,JK Agri Genetics Ltd,Active,X ,10,INE690O01011,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
536659,PVVINFRA,PVV Infra Ltd,Active,XT,10,INE428B01013,Civil Construction,Equity,Industrials,Construction
