Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name
505533,WESTLIFE,Westlife Foodworld Ltd,Active,A ,2,INE274F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services
505537,ZEEL,Zee Entertainment Enterprises Ltd,Active,A ,1,INE256A01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
505585,ZKOVALIN,Kovalam Investment & Trading Company Ltd ,Active,X ,10,INE735U01011,Diversified Commercial Services,Equity,Services,Services
505590,SVPGLOB,SVP Global Textiles Ltd,Active,T ,1,INE308E01029,Other Textile Products,Equity,Consumer Discretionary,Textiles
505594,MULTIIN,Multiplus Holdings Ltd,Active,XT,10,INE886E01016,Diversified Commercial Services,Equity,Services,Services
505650,SKYLMILAR,Skyline Millars Ltd,Active,X ,1,INE178E01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
505681,BIMETAL,Bimetal Bearings Ltd,Active,X ,10,INE469A01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505685,TAPARIA,Taparia Tools Ltd,Active,XT,10,INE614R01014,Iron & Steel Products,Equity,Industrials,Capital Goods
505688,BHARATGEAR,Bharat Gears Ltd,Active,B ,10,INE561C01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505690,BRADYM,Brady & Morris Engineering Company Ltd,Active,X ,10,INE856A01017,Construction Vehicles,Equity,Industrials,Capital Goods
505693,LATIMMETAL,La Tim Metal & Industries Ltd,Active,X ,1,INE501N01020,Trading - Metals,Equity,Commodities,Metals & Mining
505700,ELECON,Elecon Engineering Company Ltd,Active,A ,1,INE205B01031,Heavy Electrical Equipment,Equity,Industrials,Capital Goods
505710,GRAUWEIL,Grauer & Weil India Ltd,Active,B ,1,INE266D01021,Commodity Chemicals,Equity,Commodities,Chemicals
505712,HIMTEK,Him Teknoforge Ltd,Active,X ,2,INE705G01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505714,GABRIEL,Gabriel India Ltd,Active,A ,1,INE524A01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505720,HERCULES,Hercules Hoists Ltd,Active,B ,1,INE688E01024,Industrial Products,Equity,Industrials,Capital Goods
505725,AQFINTECH,Algoquant Fintech Ltd,Active,X ,2,INE598D01027,Other Financial Services,Equity,Financial Services,Financial Services
505726,IFBIND,IFB Industries Ltd,Active,B ,10,INE559A01017,Household Appliances,Equity,Consumer Discretionary,Consumer Durables
505729,SINGER,Singer India Ltd,Active,X ,2,INE638A01035,Household Appliances,Equity,Consumer Discretionary,Consumer Durables
505737,INTLCOMBQ,International Combustion India Ltd,Active,X ,10,INE403C01014,Industrial Products,Equity,Industrials,Capital Goods
505744,FMGOETZE,Federal-Mogul Goetze (India) Ltd,Active,B ,10,INE529A01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505750,JOSTS,Josts Engineering Company Ltd,Active,X ,1,INE636D01041,Industrial Products,Equity,Industrials,Capital Goods
505790,SCHAEFFLER,Schaeffler India Ltd,Active,A ,2,INE513A01022,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505800,RANEHOLDIN,Rane Holdings Ltd,Active,B ,10,INE384A01010,Holding Company,Equity,Financial Services,Financial Services
505807,ROLCOEN,Rolcon Engineering Company Ltd,Active,P ,10,INE775R01013,Other Industrial Products,Equity,Industrials,Capital Goods
505827,SNL,SNL Bearings Ltd,Active,X ,10,INE568F01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505840,JAIPAN,Jaipan Industries Ltd,Active,X ,10,INE058D01030,Household Appliances,Equity,Consumer Discretionary,Consumer Durables
505850,MANCREDIT,Mangal Credit and Fincorp Ltd,Active,B ,10,INE545L01039,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
505854,TRF,TRF Ltd,Active,B ,10,INE391D01019,Industrial Products,Equity,Industrials,Capital Goods
505872,WPIL,WPIL Ltd,Active,B ,1,INE765D01022,Industrial Products,Equity,Industrials,Capital Goods
505890,KENNAMET,Kennametal India Ltd,Active,B ,10,INE717A01029,Industrial Products,Equity,Industrials,Capital Goods
505893,HINDHARD,Hindustan Hardy Ltd,Active,X ,10,INE724D01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
505978,TRITONV,Triton Valves Ltd,Active,X ,10,INE440G01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
506003,SUDAI,Sudal Industries Ltd,Active,X ,10,INE618D01015,Aluminium,Equity,Commodities,Metals & Mining
506022,PRAKASH,Prakash Industries Ltd,Active,A ,10,INE603A01013,Iron & Steel,Equity,Commodities,Metals & Mining
506024,HVL,Hariyana Ventures Ltd,Active,ZP,10,INE219D01012,Iron & Steel Products,Equity,Industrials,Capital Goods
506042,ZPRBHSTE,Prabhu Steel Industries Ltd,Active,XT,10,INE821R01015,Iron & Steel Products,Equity,Industrials,Capital Goods
506074,ARSHIYA,Arshiya Ltd,Active,Z ,2,INE968D01022,Logistics Solution Provider,Equity,Services,Services
506076,GRINDWELL,Grindwell Norton Ltd,Active,A ,5,INE536A01023,Abrasives & Bearings,Equity,Industrials,Capital Goods
506079,LAKPRE,Lakshmi Precision Screws Ltd,Active,Z ,10,INE651C01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
506105,STANROS,Stanrose Mafatlal Investments & Finance Ltd,Active,X ,10,INE441L01015,Investment Company,Equity,Financial Services,Financial Services
506109,GENESYS,Genesys International Corporation Ltd,Active,B ,5,INE727B01026,IT Enabled Services,Equity,Information Technology,Information Technology
506120,ALNATRD,Alna Trading & Exports Ltd,Active,P ,10,INE07I701011,Trading & Distributors,Equity,Services,Services
506128,PARNAXLAB,Parnax Lab Ltd,Active,XT,10,INE383L01019,Pharmaceuticals,Equity,Healthcare,Healthcare
506134,GOURMET,Gourmet Gateway India Ltd,Active,XT,1,INE512D01028,Restaurants,Equity,Consumer Discretionary,Consumer Services
506146,VIVIDHA,Visagar Polytex Ltd,Active,B ,1,INE370E01029,Garments & Apparels,Equity,Consumer Discretionary,Textiles
506161,ISHWATR,Ishwarshakti Holdings & Traders Ltd,Active,XT,10,INE073I01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
506162,TERRAFORM,Terraform Magnum Ltd,Active,P ,10,INE122V01010,Other Financial Services,Equity,Financial Services,Financial Services
506166,APIS,Apis India Ltd,Active,XT,10,INE070K01014,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
506178,VELOX,Velox Shipping and Logistics Ltd,Active,XT,10,INE092P01017,Trading & Distributors,Equity,Services,Services
506180,EMERGENT,Emergent Industrial Solutions Ltd,Active,XT,10,INE668L01013,Trading - Metals,Equity,Commodities,Metals & Mining
506184,KANANIIND,Kanani Industries Ltd,Active,T ,1,INE879E01037,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
506186,GCKL,Galaxy Cloud Kitchens Ltd,Active,XT,10,INE403B01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
506190,ZSARVAMA,Sarvamangal Mercantile Company Ltd ,Active,XT,10,INE978L01016,Diversified Commercial Services,Equity,Services,Services
506194,ARIHANTSUP,Arihant Superstructures Ltd,Active,B ,10,INE643K01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
506196,VIKSHEN,Viksit Engineering Ltd,Active,XT,10,INE965V01012,Trading & Distributors,Equity,Services,Services
506197,BLISSGVS,Bliss GVS Pharma Ltd,Active,B ,1,INE416D01022,Pharmaceuticals,Equity,Healthcare,Healthcare
506222,STYRENIX,Styrenix Performance Materials Ltd,Active,B ,10,INE189B01011,Specialty Chemicals,Equity,Commodities,Chemicals
506235,ALEMBICLTD,Alembic Ltd,Active,B ,2,INE426A01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
506248,AMNPLST,Amines & Plasticizers Ltd,Active,B ,2,INE275D01022,Commodity Chemicals,Equity,Commodities,Chemicals
506260,ANUHPHR,Anuh Pharma Ltd,Active,B ,5,INE489G01022,Pharmaceuticals,Equity,Healthcare,Healthcare
506261,MODISONLTD,Modison Ltd,Active,B ,1,INE737D01021,Other Electrical Equipment,Equity,Industrials,Capital Goods
506285,BAYERCROP,Bayer CropScience Ltd,Active,A ,10,INE462A01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals
506313,SASHWAT,Sashwat Technocrats Ltd,Active,P ,10,INE789D01014,Other Construction Materials,Equity,Commodities,Construction Materials
506365,CHEMOPH,Chemo Pharma Laboratories Ltd,Active,XT,10,INE320M01019,Pharmaceuticals,Equity,Healthcare,Healthcare
506390,HEUBACHIND,Heubach Colorants India Ltd,Active,B ,10,INE492A01029,Dyes And Pigments,Equity,Commodities,Chemicals
506395,COROMANDEL,Coromandel International Ltd,Active,A ,1,INE169A01031,Fertilizers,Equity,Commodities,Chemicals
506401,DEEPAKNTR,Deepak Nitrite Ltd,Active,A ,2,INE288B01029,Specialty Chemicals,Equity,Commodities,Chemicals
506405,DMCC,DMCC Speciality Chemicals Ltd,Active,B ,10,INE505A01010,Specialty Chemicals,Equity,Commodities,Chemicals
506414,FERMENTA,Fermenta Biotech Ltd,Active,XT,5,INE225B01021,Pharmaceuticals,Equity,Healthcare,Healthcare
506480,GOCLCORP,GOCL Corporation Ltd,Active,B ,2,INE077F01035,Explosives,Equity,Commodities,Chemicals
506520,JAYCH,Jayshree Chemicals Ltd,Active,X ,10,INE693E01016,Commodity Chemicals,Equity,Commodities,Chemicals
506525,KANORICHEM,Kanoria Chemicals & Industries Ltd,Active,B ,5,INE138C01024,Industrial Products,Equity,Industrials,Capital Goods
506528,KELENRG,KELTECH Energies Ltd,Active,X ,10,INE881E01017,Explosives,Equity,Commodities,Chemicals
506530,KEMP,Kemp & Company Ltd,Active,X ,10,INE060E01018,Diversified Commercial Services,Equity,Services,Services
506532,NITTAGELA,Nitta Gelatin India Ltd,Active,X ,10,INE265B01019,Specialty Chemicals,Equity,Commodities,Chemicals
506543,MPAGI,MP Agro Industries Ltd,Active,X ,10,INE468C01017,Fertilizers,Equity,Commodities,Chemicals
506579,OCCL,Oriental Carbon & Chemicals Ltd,Active,B ,10,INE321D01016,Commodity Chemicals,Equity,Commodities,Chemicals
506590,PCBL,PCBL Chemical Ltd,Active,A ,1,INE602A01031,Carbon Black,Equity,Commodities,Chemicals
506597,AMAL,Amal Ltd,Active,XT,10,INE841D01013,Specialty Chemicals,Equity,Commodities,Chemicals
506605,POLYCHEM,Polychem Ltd,Active,X ,10,INE752B01024,Commodity Chemicals,Equity,Commodities,Chemicals
506618,PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,Active,B ,10,INE277B01014,Pesticides & Agrochemicals,Equity,Commodities,Chemicals
506640,ZR2,ZR2 Bioenergy Ltd,Active,XT,1,INE218N01021,Commodity Chemicals,Equity,Commodities,Chemicals
506642,SADHNANIQ,Sadhana Nitro Chem Ltd,Active,T ,1,INE888C01040,Commodity Chemicals,Equity,Commodities,Chemicals
506655,SUDARSCHEM,Sudarshan Chemical Industries Ltd,Active,A ,2,INE659A01023,Dyes And Pigments,Equity,Commodities,Chemicals
506685,ULTRAMAR,Ultramarine & Pigments Ltd,Active,B ,2,INE405A01021,Dyes And Pigments,Equity,Commodities,Chemicals
506687,TRANSPEK,Transpek Industry Ltd,Active,X ,10,INE687A01016,Commodity Chemicals,Equity,Commodities,Chemicals
506690,UNICHEMLAB,Unichem Laboratories Ltd,Active,B ,2,INE351A01035,Pharmaceuticals,Equity,Healthcare,Healthcare
506734,MYSORPETRO,Mysore Petro Chemicals Ltd,Active,X ,10,INE741A01011,Trading - Chemicals,Equity,Commodities,Chemicals
506767,ALKYLAMINE,Alkyl Amines Chemicals Ltd,Active,A ,2,INE150B01039,Specialty Chemicals,Equity,Commodities,Chemicals
506808,TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,Active,B ,10,INE400A01014,Commodity Chemicals,Equity,Commodities,Chemicals
506820,ASTRAZEN,AstraZeneca Pharma India Ltd,Active,A ,2,INE203A01020,Pharmaceuticals,Equity,Healthcare,Healthcare
506852,PRIMO,Primo Chemicals Ltd,Active,B ,2,INE607A01022,Commodity Chemicals,Equity,Commodities,Chemicals
506854,TANFACIND,TANFAC Industries Ltd,Active,B ,10,INE639B01015,Commodity Chemicals,Equity,Commodities,Chemicals
506858,GUJPETR,Gujarat Petrosynthese Ltd,Active,X ,10,INE636P01011,Petrochemicals,Equity,Commodities,Chemicals
506863,SWADEIN,Swadeshi Industries & Leasing Ltd,Active,XT,10,INE716M01034,Packaging,Equity,Industrials,Capital Goods
506879,GUJTHEM,Gujarat Themis Biosyn Ltd,Active,B ,1,INE942C01045,Pharmaceuticals,Equity,Healthcare,Healthcare
506906,SCBL,Saptak Chem And Business Ltd,Active,X ,10,INE467X01015,Trading & Distributors,Equity,Services,Services
506919,MAKERSL,Makers Laboratories Ltd,Active,X ,10,INE987A01010,Pharmaceuticals,Equity,Healthcare,Healthcare
506935,CONTCHM,Continental Chemicals Ltd,Active,X ,10,INE423K01015,Software Products,Equity,Information Technology,Information Technology
506943,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,Active,A ,1,INE572A01036,Pharmaceuticals,Equity,Healthcare,Healthcare
506945,IGLFXPL-B,Indo Gulf Industries Ltd,Active,P ,1,INE684U01011,Specialty Chemicals,Equity,Commodities,Chemicals
506947,ADVPETR-B,Advance Petrochemicals Ltd,Active,X ,10,INE334N01018,Commodity Chemicals,Equity,Commodities,Chemicals
506979,APTPACK,Apt Packaging Ltd,Active,XT,10,INE046E01025,Packaging,Equity,Industrials,Capital Goods
506981,BLUECHIPT,Bluechip Tex Industries Ltd,Active,X ,10,INE472D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles
507155,JAGAJITIND,Jagatjit Industries Ltd,Active,B ,10,INE574A01016,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507180,KESARENT,Kesar Enterprises Ltd,Active,XT,10,INE133B01019,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507205,TI,Tilaknagar Industries Ltd,Active,A ,10,INE133E01013,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507265,EMERALL,Emerald Leisures Ltd,Active,XT,5,INE044N01021,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
507300,RAVALSUGAR,The Ravalgaon Sugar Farm Ltd,Active,X ,10,INE615A01025,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507315,SAKHTISUG,Sakthi Sugars Ltd,Active,B ,10,INE623A01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507410,WALCHANNAG,Walchandnagar Industries Ltd,Active,B ,2,INE711A01022,Industrial Products,Equity,Industrials,Capital Goods
507438,IFBAGRO,IFB Agro Industries Ltd,Active,B ,10,INE076C01018,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507474,KFBL,Kothari Fermentation & Biochem Ltd,Active,X ,10,INE991B01010,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507486,CAPRO,Caprolactam Chemicals Ltd,Active,X ,10,INE470N01010,Commodity Chemicals,Equity,Commodities,Chemicals
507488,GMBREW,GM Breweries Ltd,Active,B ,10,INE075D01018,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507490,RANASUG,Rana Sugars Ltd,Active,B ,10,INE625B01014,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507498,PICCASUG,Piccadily Sugar & Allied Industries Ltd,Active,X ,10,INE544C01023,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507514,SDBL,Som Distilleries & Breweries Ltd,Active,B ,2,INE480C01038,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507515,CJGEL,CJ Gelatine Products Ltd,Active,XT,10,INE557D01015,Specialty Chemicals,Equity,Commodities,Chemicals
507526,ASALCBR,Associated Alcohols & Breweries Ltd,Active,B ,10,INE073G01016,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507530,THAKKERS,Thakkers Group Ltd,Active,X ,10,INE04VT01017,Trading & Distributors,Equity,Services,Services
507543,CORAGRO,Coromandel Agro Products & Oils Ltd,Active,P ,10,INE495D01018,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507552,FOODSIN,Foods & Inns Ltd,Active,B ,1,INE976E01023,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507580,IVP,IVP Ltd,Active,B ,10,INE043C01018,Specialty Chemicals,Equity,Commodities,Chemicals
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,Active,X ,10,INE014E01015,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507609,OLYOI,Olympic Oil Industries Ltd,Active,XT,10,INE286E01019,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507621,MLKFOOD,Milkfood Ltd,Active,X ,5,INE588G01021,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507645,POLSON,Polson Ltd,Active,X ,50,INE339F01021,Specialty Chemicals,Equity,Commodities,Chemicals
507663,SIGNGCL,Signature Green Corporation Ltd,Active,X ,10,INE131O01024,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507685,WIPRO,Wipro Ltd,Active,A ,2,INE075A01022,Computers - Software & Consulting,Equity,Information Technology,Information Technology
507690,ORIBEVER,Orient Beverages Ltd,Active,X ,10,INE247F01018,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507717,DHANUKA,Dhanuka Agritech Ltd,Active,B ,2,INE435G01025,Pesticides & Agrochemicals,Equity,Commodities,Chemicals
507747,TTKHLTCARE,TTK Healthcare Ltd,Active,B ,10,INE910C01018,Diversified,Equity,Diversified,Diversified
507753,TGVSL,TGV Sraac Ltd,Active,B ,10,INE284B01028,Commodity Chemicals,Equity,Commodities,Chemicals
507759,LIMECHM,Lime Chemicals Ltd,Active,X ,10,INE891G01011,Commodity Chemicals,Equity,Commodities,Chemicals
507779,KANPRPLA,Kanpur Plastipack Ltd,Active,B ,10,INE694E01014,Packaging,Equity,Industrials,Capital Goods
507785,TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd,Active,B ,10,INE123C01018,Plastic Products - Industrial,Equity,Industrials,Capital Goods
507789,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd,Active,B ,2,INE048B01035,Pharmaceuticals,Equity,Healthcare,Healthcare
507794,KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,Active,B ,1,INE745B01028,Fertilizers,Equity,Commodities,Chemicals
507808,UNTTEMI,United Leasing & Industries Ltd,Active,P ,10,INE357P01014,Other Textile Products,Equity,Consumer Discretionary,Textiles
507813,NOL,National Oxygen Ltd,Active,X ,10,INE296D01010,Industrial Gases,Equity,Commodities,Chemicals
507815,GILLETTE,Gillette India Ltd,Active,A ,10,INE322A01010,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507817,WIREFABR,Wires & Fabriks SA Ltd,Active,X ,10,INE469D01013,Other Textile Products,Equity,Consumer Discretionary,Textiles
507828,ANSALHSG,Ansal Housing Ltd,Active,X ,10,INE880B01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
507833,COMPUPN,Computer Point Ltd,Active,X ,10,INE607B01012,Computers Hardware & Equipments,Equity,Information Technology,Information Technology
507836,MCCHRLS-B,Mac Charles India Ltd,Active,X ,10,INE435D01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
507852,ADDIND,Addi Industries Ltd,Active,X ,5,INE757C01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles
507864,PIONRINV,Pioneer Investcorp Ltd,Active,X ,10,INE746D01014,Other Financial Services,Equity,Financial Services,Financial Services
507872,ASHNOOR,Ashnoor Textile Mills Ltd,Active,X ,10,INE372I01018,Other Textile Products,Equity,Consumer Discretionary,Textiles
507878,UNITECH,Unitech Ltd,Active,Z ,2,INE694A01020,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
507880,VIPIND,VIP Industries Ltd,Active,A ,2,INE054A01027,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables
507910,FIBERWEB,Fiberweb India Ltd,Active,B ,10,INE296C01020,Other Textile Products,Equity,Consumer Discretionary,Textiles
507912,LKPFIN,LKP Finance Ltd,Active,XT,10,INE724A01017,Other Financial Services,Equity,Financial Services,Financial Services
507917,EASTBUILD,East Buildtech Ltd,Active,XT,10,INE706N01017,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
507938,MNPLFIN,Manipal Finance Corporation Ltd,Active,P ,10,INE798E01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
507944,BAJAJST,Bajaj Steel Industries Ltd,Active,B ,5,INE704G01024,Industrial Products,Equity,Industrials,Capital Goods
507946,KIDUJA,Kiduja India Ltd,Active,XT,1,INE845A01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
507948,KEYCORP,Key Corporation Ltd,Active,X ,10,INE130F01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
507952,SHIKHARLETR,Shikhar Leasing & Trading Ltd,Active,XT,10,INE02BV01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
507960,GUJHOTE,Gujarat Hotels Ltd,Active,X ,10,INE621C01011,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
507966,RASRESOR,Ras Resorts & Apart Hotels Ltd,Active,X ,10,INE651D01016,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
507968,JOLYPLS,Jolly Plastic Industries Ltd,Active,P ,10,INE289M01016,Investment Company,Equity,Financial Services,Financial Services
507970,PARMCOS-B,Paramount Cosmetics India Ltd,Active,X ,10,INE143I01013,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
507981,JINDHOT,Jindal Hotels Ltd,Active,X ,10,INE726D01016,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
507984,SERIND,SER Industries Ltd,Active,XT,10,INE358F01013,Road Transport,Equity,Services,Services
507987,JPTRLES,Jupiter Industries & Leasing Ltd,Active,P ,10,INE990E01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
507998,SIMMOND,Simmonds Marshall Ltd,Active,X ,2,INE657D01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
508136,BNALTD,B & A Ltd,Active,X ,10,INE489D01011,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
508486,HAWKINCOOK,Hawkins Cookers Ltd,Active,B ,10,INE979B01015,Houseware,Equity,Consumer Discretionary,Consumer Durables
508494,WARRENTEA,Warren Tea Ltd,Active,X ,10,INE712A01012,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
508571,COCHMAL,Cochin Malabar Estates & Industries Ltd,Active,X ,10,INE788M01017,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
508664,BESTEAST,Best Eastern Hotels Ltd,Active,X ,1,INE553F01035,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
508670,NEAGI,Neelamalai Agro Industries Ltd,Active,X ,10,INE605D01012,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
508807,ISTLTD,I S T Ltd,Active,B ,5,INE684B01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
508814,COSMOFIRST,Cosmo First Ltd,Active,B ,10,INE757A01017,Packaging,Equity,Industrials,Capital Goods
508867,NEWMKTADV,New Markets Advisory Ltd,Active,XT,10,INE800K01014,Software Products,Equity,Information Technology,Information Technology
508869,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Active,A ,5,INE437A01024,Hospital,Equity,Healthcare,Healthcare
508875,NITINCAST,Nitin Castings Ltd,Active,X ,5,INE861H01020,Castings & Forgings,Equity,Industrials,Capital Goods
508905,SMIFS,SMIFS Capital Markets Ltd,Active,X ,10,INE641A01013,Other Financial Services,Equity,Financial Services,Financial Services
508906,EVERESTIND,Everest Industries Ltd,Active,T ,10,INE295A01018,Other Construction Materials,Equity,Commodities,Construction Materials
508922,MSRINDIA,MSR India Ltd,Active,XT,5,INE331L01026,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods
508933,AYMSYNTEX,AYM Syntex Ltd,Active,B ,10,INE193B01039,Other Textile Products,Equity,Consumer Discretionary,Textiles
508941,PANCARBON,Panasonic Carbon India Company Ltd,Active,X ,10,INE013E01017,Electrodes & Refractories,Equity,Industrials,Capital Goods
508954,FINKURVE,Finkurve Financial Services Ltd,Active,T ,1,INE734I01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
508956,HBLEAS,HB Leasing & Finance Company Ltd,Active,X ,10,INE549B01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
508961,SHRICON,Shricon Industries Ltd,Active,XT,10,INE753D01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
508963,TRUSTWAVE,Trustwave Securities Ltd,Active,XT,10,INE668Y01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
508969,SULABEN,Sulabh Engineers & Services Ltd,Active,X ,1,INE673M01029,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
508980,FRONTCAP,Frontier Capital Ltd,Active,X ,10,INE977E01013,Diversified Commercial Services,Equity,Services,Services
508989,NAVNETEDUL,Navneet Education Ltd,Active,B ,2,INE060A01024,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
508993,KEDIACN,Kedia Construction Company Ltd ,Active,XT,5,INE511J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
509003,TRANOCE,Transoceanic Properties Ltd,Active,XT,10,INE074J01018,Diversified Commercial Services,Equity,Services,Services
509009,AUSOMENT,AuSom Enterprise Ltd,Active,B ,10,INE218C01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
509015,THAKRAL,Thakral Services India Ltd,Active,XT,3,INE190F01028,Industrial Products,Equity,Industrials,Capital Goods
509020,RUCHINFRA,Ruchi Infrastructure Ltd,Active,B ,1,INE413B01023,Diversified Commercial Services,Equity,Services,Services
509024,GOLDLEG,Golden Legand Leasing & finance Ltd,Active,XT,10,INE088E01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
509026,VJTFEDU,VJTF Eduservices Ltd,Active,X ,10,INE117F01013,Education,Equity,Consumer Discretionary,Consumer Services
509038,VOLLF,Voltaire Leasing & Finance Ltd ,Active,X ,10,INE763D01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
509040,NETLINK,Netlink Solutions India Ltd,Active,X ,10,INE040F01033,Software Products,Equity,Information Technology,Information Technology
509046,TRILIANCE,Triliance Polymers Ltd,Active,XT,10,INE778N01016,Diversified Commercial Services,Equity,Services,Services
509048,LANCORHOL,Lancor Holdings Ltd,Active,B ,2,INE572G01025,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
509051,INDINFO,Indian Infotech & Software Ltd,Active,X ,1,INE300B01022,Investment Company,Equity,Financial Services,Financial Services
509053,BANASFN,Banas Finance Ltd,Active,X ,10,INE521L01030,Investment Company,Equity,Financial Services,Financial Services
509055,VISAKAIND,Visaka Industries Ltd,Active,B ,2,INE392A01021,Cement & Cement Products,Equity,Commodities,Construction Materials
